Label	Assembly	Domain	Phylum	Class	Order	Family	Genus	Species
GCF_046764815.1|WP_411424457.1	GCF_046764815.1	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Aphanothece	Aphanothece stagnina
GCF_963920485.1|WP_322764866.1	GCF_963920485.1	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Cyanobium	Cyanobium usitatum
GCF_002018015.1|WP_078232471.1	GCF_002018015.1	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	Candidatus Synechococcus spongiarum
GCF_000015665.1|WP_011819400.1	GCF_000015665.1	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_000195975.1|WP_011127203.1	GCF_000195975.1	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Parasynechococcus	Parasynechococcus marenigrum
GCF_000309385.1|WP_017302214.1	GCF_000309385.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nodosilineales	Nodosilineaceae	Nodosilinea	Nodosilinea nodulosa
GCF_001311845.1|WP_218188042.1	GCF_001311845.1	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfosarcina	Desulfosarcina cetonica
GCF_009688985.1|WP_197910373.1	GCF_009688985.1	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfosarcina	Desulfosarcina ovata
GCF_000429925.1|WP_035259150.1	GCF_000429925.1	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfatirhabdiaceae	Desulfatirhabdium	Desulfatirhabdium butyrativorans
GCF_000711225.1|WP_029914726.1	GCF_000711225.1	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Pelobacter seleniigenes
GCF_031729055.1|WP_322879642.1	GCF_031729055.1	Bacteria	Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Pseudocalidococcus	Pseudocalidococcus azoricus
GCF_029582805.1|WP_277867975.1	GCF_029582805.1	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	Candidatus Synechococcus calcipolaris
GCF_002754935.1|WP_198406160.1	GCF_002754935.1	Bacteria	Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Parathermosynechococcus	Parathermosynechococcus lividus
GCF_000011345.1|WP_164920652.1	GCF_000011345.1	Bacteria	Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	Thermosynechococcus vestitus
GCF_003555505.1|WP_181495413.1	GCF_003555505.1	Bacteria	Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	Thermosynechococcus sichuanensis
GCF_041929205.1|WP_413281475.1	GCF_041929205.1	Bacteria	Cyanobacteriota	Cyanophyceae	Aerosakkonematales	Aerosakkonemataceae	Floridanema	Floridanema evergladense
GCF_041929345.1|WP_413269628.1	GCF_041929345.1	Bacteria	Cyanobacteriota	Cyanophyceae	Aerosakkonematales	Aerosakkonemataceae	Floridanema	Floridanema aerugineum
GCF_000332155.1|WP_007358126.1	GCF_000332155.1	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Kamptonema	Kamptonema formosum
GCF_028330895.1|WP_272030185.1	GCF_028330895.1	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Kamptonema	Kamptonema animale
GCF_022701275.1|WP_006635279.1	GCF_022701275.1	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Microcoleus	Microcoleus vaginatus
GCF_000317475.1|WP_015176168.1	GCF_000317475.1	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Phormidium	Phormidium nigroviride
GCF_013179805.1|WP_172190822.1	GCF_013179805.1	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Microcoleus	Microcoleus asticus
GCF_003838225.1|WP_133433983.1	GCF_003838225.1	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Okeania	Okeania hirsuta
GCF_900009265.2|WP_083622599.1	GCF_900009265.2	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothrix	Planktothrix paucivesiculata
GCF_900010725.2|WP_083626163.1	GCF_900010725.2	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothrix	Planktothrix serta
GCF_015207485.1|WP_193867723.1	GCF_015207485.1	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothrix	Planktothrix mougeotii
GCF_904830955.1|WP_072721190.1	GCF_904830955.1	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothrix	Planktothrix tepida
GCF_009176225.1|WP_006618624.1	GCF_009176225.1	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Sirenicapillariaceae	Limnospira	Limnospira platensis
GCF_000973065.1|WP_008056793.1	GCF_000973065.1	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Sirenicapillariaceae	Limnospira	Limnospira indica
GCF_034191835.1|WP_315664251.1	GCF_034191835.1	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Sirenicapillariaceae	Limnospira	Limnospira fusiformis
GCF_034932365.1|WP_323223435.1	GCF_034932365.1	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Sirenicapillariaceae	Limnoraphis	Limnoraphis robusta
GCF_000478195.2|WP_023068302.1	GCF_000478195.2	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Lyngbya	Lyngbya aestuarii
GCF_047276495.1|WP_413164469.1	GCF_047276495.1	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Sirenicapillariaceae	Capilliphycus	Capilliphycus salinus
GCF_000147335.1|WP_013334584.1	GCF_000147335.1	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Gloeothece	Gloeothece verrucosa
GCF_000317535.1|WP_015208678.1	GCF_000317535.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Cylindrospermum	Cylindrospermum stagnale
GCF_014698475.1|WP_190966943.1	GCF_014698475.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	Nostoc spongiaeforme
GCF_003003695.1|WP_073072311.1	GCF_003003695.1	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Leptolyngbyaceae	Phormidesmis	Phormidesmis priestleyi
GCF_904830935.1|WP_254035688.1	GCF_904830935.1	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothrix	Planktothrix agardhii
GCF_003054475.1|WP_017804415.1	GCF_003054475.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nodulariaceae	Nodularia	Nodularia spumigena
GCF_019598945.1|WP_220611714.1	GCF_019598945.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Aphanizomenonaceae	Sphaerospermopsis	Sphaerospermopsis torques-reginae
GCF_050500245.1|WP_430012988.1	GCF_050500245.1	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	Microcystis ichthyoblabe
GCF_014698335.1|WP_069474629.1	GCF_014698335.1	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	Microcystis viridis
GCF_050500235.1|WP_430014800.1	GCF_050500235.1	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	Microcystis protocystis
GCF_000346485.2|WP_017742666.1	GCF_000346485.2	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Scytonemataceae	Scytonema	Scytonema hofmannii
GCF_024584745.1|WP_257121861.1	GCF_024584745.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Aphanizomenonaceae	Dolichospermum	Dolichospermum heterosporum
GCF_015207005.2|WP_235116075.1	GCF_015207005.2	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Desmonostoc	Desmonostoc muscorum
GCF_028330815.1|WP_271835364.1	GCF_028330815.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Aphanizomenonaceae	Dolichospermum	Dolichospermum lemmermannii
GCF_000020025.1|WP_012408790.1	GCF_000020025.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	Nostoc punctiforme
GCF_014698505.1|WP_190895484.1	GCF_014698505.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	Nostoc foliaceum
GCF_001298445.1|WP_062298302.1	GCF_001298445.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	Nostoc piscinale
GCF_009856605.1|WP_011318430.1	GCF_009856605.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Trichormus	Trichormus variabilis
GCF_014023275.1|WP_181931493.1	GCF_014023275.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	Nostoc edaphicum
GCF_041929275.1|WP_413265624.1	GCF_041929275.1	Bacteria	Cyanobacteriota	Cyanophyceae	Aerosakkonematales	Aerosakkonemataceae	Floridanema	Floridanema flaviceps
GCF_001578075.1|WP_061431772.1	GCF_001578075.1	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	Microcystis aeruginosa
GCF_014698375.1|WP_190723006.1	GCF_014698375.1	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	Microcystis flos-aquae
GCF_016056275.1|WP_214436768.1	GCF_016056275.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Dendronalium	Dendronalium phyllosphericum
GCF_036688125.1|WP_332866476.1	GCF_036688125.1	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Pannus	Pannus brasiliensis
GCF_040564635.1|WP_354635921.1	GCF_040564635.1	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Planktothricoides	Planktothricoides raciborskii
GCF_014696625.1|WP_242053617.1	GCF_014696625.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	Nostoc parmelioides
GCF_020829495.1|WP_229487079.1	GCF_020829495.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	Nostoc favosum
GCF_000235665.1|WP_190273828.1	GCF_000235665.1	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Crocosphaera	Crocosphaera watsonii
GCF_003007785.1|WP_106458298.1	GCF_003007785.1	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Aphanothece	Aphanothece hegewaldii
GCF_020829645.1|WP_229498123.1	GCF_020829645.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	Nostoc mirabile
GCF_022376295.1|WP_239730107.1	GCF_022376295.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nodulariaceae	Nodularia	Nodularia sphaerocarpa
GCF_000017845.1|WP_009547872.1	GCF_000017845.1	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Crocosphaera	Crocosphaera subtropica
GCF_000014265.1|WP_044136287.1	GCF_000014265.1	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Trichodesmium	Trichodesmium erythraeum
GCF_000018105.1|WP_012166084.1	GCF_000018105.1	Bacteria	Cyanobacteriota	Cyanophyceae	Acaryochloridales	Acaryochloridaceae	Acaryochloris	Acaryochloris marina
GCF_003231495.1|WP_110984205.1	GCF_003231495.1	Bacteria	Cyanobacteriota	Cyanophyceae	Acaryochloridales	Acaryochloridaceae	Acaryochloris	Acaryochloris thomasi
GCF_000817775.3|WP_166279539.1	GCF_000817775.3	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Lyngbya	Lyngbya confervoides
GCF_002412335.2|WP_096828843.1	GCF_002412335.2	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Tychonema	Tychonema bourrellyi
GCF_003003845.1|WP_106310370.1	GCF_003003845.1	Bacteria	Cyanobacteriota	Cyanophyceae	Gomontiellales	Chamaesiphonaceae	Chamaesiphon	Chamaesiphon polymorphus
GCF_026802175.1|WP_268608930.1	GCF_026802175.1	Bacteria	Cyanobacteriota	Cyanophyceae	Oculatellales	Oculatellaceae	Thermocoleostomius	Thermocoleostomius sinensis
GCF_039962155.1|WP_348228228.1	GCF_039962155.1	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Trichocoleusaceae	Trichocoleus	Trichocoleus desertorum
GCF_963877135.1|WP_106255677.1	GCF_963877135.1	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Leptolyngbyaceae	Stenomitos	Stenomitos frigidus
GCF_021379005.1|WP_233745073.1	GCF_021379005.1	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Leptolyngbyaceae	Leptodesmis	Leptodesmis sichuanensis
GCF_000317495.1|WP_015204354.1	GCF_000317495.1	Bacteria	Cyanobacteriota	Cyanophyceae	Gomontiellales	Gomontiellaceae	Crinalium	Crinalium epipsammum
GCF_000317515.1|WP_015184986.1	GCF_000317515.1	Bacteria	Cyanobacteriota	Cyanophyceae	Coleofasciculales	Coleofasciculaceae	Allocoleopsis	Allocoleopsis franciscana
GCF_001904725.1|WP_073595646.1	GCF_001904725.1	Bacteria	Cyanobacteriota	Cyanophyceae	Aerosakkonematales	Aerosakkonemataceae	Floridanema	[Phormidium ambiguum] IAM M-71
GCF_039962115.1|WP_190453883.1	GCF_039962115.1	Bacteria	Cyanobacteriota	Cyanophyceae	Coleofasciculales	Coleofasciculaceae	Funiculus	Funiculus sociatus
GCF_001746915.2|WP_069969445.1	GCF_001746915.2	Bacteria	Cyanobacteriota	Cyanophyceae	Desertifilales	Desertifilaceae	Desertifilum	Desertifilum tharense
GCF_002215035.1|WP_088894099.1	GCF_002215035.1	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya	Leptolyngbya ohadii
GCF_030405905.1|WP_346292887.1	GCF_030405905.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nodosilineales	Nodosilineaceae	Sphaerothrix	Sphaerothrix gracilis
GCF_042788235.1|WP_377965960.1	GCF_042788235.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nodosilineales	Nodosilineaceae	Almyronema	Almyronema epifaneia
GCF_001904775.1|WP_073606963.1	GCF_001904775.1	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Phormidium	Phormidium tenue
GCF_039962255.1|WP_190519148.1	GCF_039962255.1	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya	Leptolyngbya subtilissima
GCF_004212215.1|WP_039724834.1	GCF_004212215.1	Bacteria	Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya	Leptolyngbya iicbica
GCF_011009555.1|WP_163699833.1	GCF_011009555.1	Bacteria	Cyanobacteriota				Adonisia	Adonisia turfae
GCF_018739885.1|WP_215607500.1	GCF_018739885.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nodosilineales	Cymatolegaceae	Leptothoe	Leptothoe spongobia
GCF_000473895.1|WP_022605135.1	GCF_000473895.1	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Rubidibacter	Rubidibacter lacunae
GCF_000317615.1|WP_015230582.1	GCF_000317615.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nodosilineales	Cymatolegaceae	Dactylococcopsis	Dactylococcopsis salina
GCF_007904085.1|WP_146296775.1	GCF_007904085.1	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Halothecacae	Euhalothece	Euhalothece natronophila
GCF_020640915.1|WP_229640699.1	GCF_020640915.1	Bacteria	Cyanobacteriota	Cyanophyceae	Pleurocapsales	Pleurocapsaceae	Waterburya	Waterburya agarophytonicola
GCF_000317575.1|WP_041619060.1	GCF_000317575.1	Bacteria	Cyanobacteriota	Cyanophyceae	Pleurocapsales	Dermocarpellaceae	Stanieria	Stanieria cyanosphaera
GCF_900659865.1|WP_144862893.1	GCF_900659865.1	Bacteria	Cyanobacteriota	Cyanophyceae	Pleurocapsales	Pleurocapsaceae	Hyella	Hyella patelloides
GCF_000021825.1|WP_015957220.1	GCF_000021825.1	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Gloeothece	Gloeothece citriformis
GCF_000317675.1|WP_015220900.1	GCF_000317675.1	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	Cyanobacterium	Cyanobacterium aponinum
GCF_000332235.1|WP_017294512.1	GCF_000332235.1	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	Geminocystis	Geminocystis herdmanii
GCF_963874875.1|WP_096580341.1	GCF_963874875.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Tolypothrichaceae	Tolypothrix	Tolypothrix tenuis
GCF_000760695.4|WP_050045555.1	GCF_000760695.4	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Tolypothrichaceae	Tolypothrix	Tolypothrix bouteillei
GCF_045950415.1|WP_050045555.1	GCF_045950415.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Scytonemataceae	Scytonema	Scytonema tolypothrichoides
GCF_045999855.1|WP_050045555.1	GCF_045999855.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Tolypothrichaceae	Tolypothrix	Tolypothrix campylonemoides
GCF_014696435.1|WP_242046230.1	GCF_014696435.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Calotrichaceae	Calothrix	Calothrix anomala
GCF_014696555.1|WP_242046230.1	GCF_014696555.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Calotrichaceae	Calothrix	Calothrix parietina
GCF_000817785.2|WP_039753395.1	GCF_000817785.2	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Tolypothrichaceae	Hassallia	Hassallia byssoidea
GCF_000582685.1|WP_029637421.1	GCF_000582685.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Tolypothrichaceae	Tolypothrix	[Scytonema hofmanni] UTEX B 1581
GCF_025753815.1|WP_263749091.1	GCF_025753815.1	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Plectonema	Plectonema radiosum
GCF_017591595.2|WP_208349234.1	GCF_017591595.2	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Hapalosiphonaceae	Aetokthonos	Aetokthonos hydrillicola
GCF_012516395.1|WP_168653849.1	GCF_012516395.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Aphanizomenonaceae	Dolichospermum	Dolichospermum flos-aquae
GCF_003367075.2|WP_006276696.1	GCF_003367075.2	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Aphanizomenonaceae	Cylindrospermopsis	Cylindrospermopsis raciborskii
GCF_014489415.1|WP_096546220.1	GCF_014489415.1	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Aphanizomenonaceae	Cylindrospermopsis	Cylindrospermopsis curvispora
GCF_023333595.1|WP_249103576.1	GCF_023333595.1	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Argonema	Argonema galeatum
GCF_028330985.1|WP_271936951.1	GCF_028330985.1	Bacteria	Cyanobacteriota	Cyanophyceae	Desertifilales	Desertifilaceae	Roseofilum	Roseofilum reptotaenium
GCF_000317105.1|WP_015147201.1	GCF_000317105.1	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Oxynema	Oxynema acuminatum
GCF_025370785.1|WP_261237671.1	GCF_025370785.1	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Laspinemataceae	Laspinema	Laspinema olomoucense
GCF_019602855.1|WP_140950520.1	GCF_019602855.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus pinatubonensis
GCF_905397275.1|WP_211949624.1	GCF_905397275.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus yeoncheonensis
GCF_003353055.1|WP_115216939.1	GCF_003353055.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus lacunae
GCF_958405935.1|WP_316665689.1	GCF_958405935.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia psammae
GCF_000069785.1|WP_012353016.1	GCF_000069785.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis
GCF_001598055.1|WP_062800255.1	GCF_001598055.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus nantongensis
GCF_014191175.1|WP_112774156.1	GCF_014191175.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus alkaliphilus
GCF_000219215.1|WP_013957047.1	GCF_000219215.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus necator
GCF_016894385.1|WP_063237983.1	GCF_016894385.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus oxalaticus
GCF_014202215.1|WP_183969899.1	GCF_014202215.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Quisquiliibacterium	Quisquiliibacterium transsilvanicum
GCF_008039575.1|WP_147704878.1	GCF_008039575.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Zeimonas	Zeimonas arvi
GCF_023721795.1|WP_272486071.1	GCF_023721795.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Zeimonas	Zeimonas sediminis
GCF_020387415.1|WP_225864235.1	GCF_020387415.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Ideonella	Ideonella benzenivorans
GCF_021049305.1|WP_151125344.1	GCF_021049305.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Ideonella	Ideonella dechloratans
GCF_024055665.1|WP_252770932.1	GCF_024055665.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Ideonella	Ideonella oryzae
GCF_003568725.2|WP_119013004.1	GCF_003568725.2	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Simplicispira	Simplicispira metamorpha
GCF_002157165.1|WP_086911786.1	GCF_002157165.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax carolinensis
GCF_900107605.1|WP_092698346.1	GCF_900107605.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax soli
GCF_002837135.1|WP_101101728.1	GCF_002837135.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Macromonas	Macromonas bipunctata
GCF_000013605.1|WP_041792914.1	GCF_000013605.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Rhodoferax ferrireducens
GCF_000015505.1|WP_011801194.1	GCF_000015505.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas naphthalenivorans
GCF_025717515.1|WP_263572520.1	GCF_025717515.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Roseateles	Roseateles oligotrophus
GCF_028595345.1|WP_273601508.1	GCF_028595345.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Roseateles	Roseateles albus
GCF_007655255.1|WP_144732872.1	GCF_007655255.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Extensimonas	Extensimonas perlucida
GCF_003337425.1|WP_114483785.1	GCF_003337425.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Extensimonas	Extensimonas vulgaris
GCF_029211265.1|WP_275852717.1	GCF_029211265.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Extensimonas	Extensimonas soli
